STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DISTRICT,GLOBALID
Supermarket,Whole Foods,,900 E 11th Ave,,Denver,CO,80218,(303) 832-7701,,,541105,445110,17545000.0,,68.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.975844,39.733266,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Tony's Market,,950 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.987018,39.73136,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,551 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.980399,39.740145,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,1690 N PEARL ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.979603,39.743017,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,Russell's,,1670 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.986656,39.74284,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,Russell's,,1700 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.986921,39.743585,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,10010 E GIRARD AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.871739,39.65441,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,Dos Cunados,,10101 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.870051,39.653775,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco/Circle K,,3495 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912999,39.65444,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Pharmacy,Walgreen,,6200 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.915703,39.73961,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,1355 Krameria St,,Denver,CO,80220,(303) 388-2249,,,541105,445110,70182000.0,,272.0,250 to 499,,"40,000+",InfoGroup2014,-104.916209,39.738511,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,6220 E 14th Ave # 1,,Denver,CO,80220,(303) 242-3523,,,541105,445110,18835000.0,,73.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.915592,39.737532,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Awash Grocery Store,,1440 Poplar St,,Denver,CO,80220,(303) 321-4286,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.904421,39.739527,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Marczyk Fine Foods,,5100 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.927749,39.73979,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
Supermarket,Trader Joe's,,790 Colorado Blvd,,Denver,CO,80206,(303) 321-3245,,,541105,445110,15481000.0,,60.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940427,39.729023,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Shola Market,,4218 E Colfax Ave,,Denver,CO,80220,(303) 780-9581,,,549902,445299,114000.0,,1.0,1 to 4,,"2,500 - 9,999",InfoGroup2014,-104.937898,39.739969,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Tienda Salvadorena,,5128 E Colfax Ave,,Denver,CO,80220,(303) 394-4185,,,533101,452990,338000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.927234,39.73979,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,1103 N YOSEMITE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.885026,39.733062,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,East African Convenience,,8212 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.892472,39.74,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,T's Food Market,,8332 E Colfax Ave,,Denver,CO,80220,(303) 377-4817,,,541105,445110,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.890855,39.739876,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,Syracuse Market,,1131 N SYRACUSE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.899149,39.733714,Healthy Corner Store Initiative,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,New Discount Stores,,1133 Yosemite St # C,,Denver,CO,80220,(303) 399-2465,,,531104,452112,440000.0,,2.0,1 to 4,,"40,000+",InfoGroup2014,-104.884727,39.733748,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Superette,Family Asia Market,,8800 E Colfax Ave,,Denver,CO,80220,(303) 399-3777,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.885479,39.739857,Healthy Corner Store Initiative,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,750 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912772,39.703074,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Diamond Shamrock/Corner Store,,990 S MONACO STREET PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912433,39.698757,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Gas Plus,,800 S MONACO STREET PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912387,39.702106,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Shop Fast,,6504 E ALAMEDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912508,39.710941,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Dollar Store,Dollar Tree,,600 S Holly St # 105,,Denver,CO,80246,(303) 377-2026,,,533101,452990,2032000.0,,12.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.9215,39.705918,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,M & I International Market,,909 S ONEIDA ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.909009,39.699734,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Marhaba International Market,,6879 LEETSDALE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.908695,39.700679,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Merhaba International Market,,6879 Leetsdale Dr,,Denver,CO,80224,(303) 333-7653,,,541105,445110,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.908695,39.700679,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Natural Grocer - Vitamin Cottage,,5231 Leetsdale Dr,,Denver,CO,80246,(303) 399-0164,,,541105,445110,3870000.0,,15.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.926096,39.708494,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,890 S Monaco Pkwy,,Denver,CO,80224,(303) 333-1535,,,541105,445110,42574000.0,,165.0,100 to 249,,"40,000+",InfoGroup2014,-104.912715,39.700541,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Dulce & Canela Bakery,,6625 LEETSDALE DR UNIT B,,Denver,CO,80224,,,,,,,,,,,,DEH2014,-104.911291,39.702246,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,European Mart,,5225 LEETSDALE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.926743,39.708454,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Les Delices De Paris,,600 S HOLLY ST #101,,Denver,CO,80246,,,,,,,,,,,,DEH2014,-104.9215,39.705918,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Supermarket,Albertsons,,200 Quebec St # 400,,Denver,CO,80230,(303) 340-4455,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.902587,39.720886,,Lowry Field,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Savory Spice Shop,,200 Quebec St # 600-101,,Denver,CO,80230,(303) 364-2188,,,549902,445299,572000.0,,5.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.903447,39.72043,,Lowry Field,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Tippett Beef Patti,,7525 E 1st Pl,,Denver,CO,80230,(720) 216-1144,,,542107,445210,1051000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.899833,39.720467,,Lowry Field,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Blue Nile Gas Express - Ivory Market,,10890 E DARTMOUTH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.860755,39.659721,,Kennedy,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,Sara Grocery & Laundry,,1330 W 38th Ave,,Denver,CO,80211,,,,,,,,,,,,,-105.002609,39.769106,,Highland,Council District 1,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,4770 W COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.04773,39.74013,,West Colfax,Council District 1,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Sprouts Farmers Market,,4700 W 38th Ave # B,,Denver,CO,80212,(303) 433-2350,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-105.047643,39.769339,,West Highland,Council District 1,{00000000-0000-0000-0000-000000000000}
Convenience Store,TT Food Mart,,4400 W 29TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.044311,39.758209,,Sloan Lake,Council District 1,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Diamond Shamrock,,7045 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.907417,39.653467,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Shell,,7285 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.904028,39.653532,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Twin Star Energy,,8899 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.887317,39.653527,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,6440 E Yale Ave,,Denver,CO,80222,(303) 691-8870,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.913291,39.666283,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Supermarket,Target,,7777 E Hampden Ave,,Denver,CO,80231,(303) 481-2822,,,531102,452111,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-104.900178,39.654964,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,4990 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.929382,39.652732,,Southmoor Park,Council District 4,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,4950 E Hampden Ave,,Denver,CO,80222,(303) 691-0051,,,541105,445110,14191000.0,,55.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.929801,39.652196,,Southmoor Park,Council District 4,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Duffey's Bakery,,4994 E HAMPDEN AVE,,Denver,CO,80222,,,,,,,,,,,,DEH2014,-104.929084,39.652295,,Southmoor Park,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,4351 S TAMARAC PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.895058,39.637656,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Circle K,,3595 S YOSEMITE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.885319,39.651349,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco Yosemite,,8900 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.88434,39.652782,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Dollar Store,Dollar Tree,,8000 E Quincy Ave,,Denver,CO,80237,(303) 220-4274,,,533101,452990,1862000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.896945,39.637715,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Dollar Store,Family Dollar,,8962 E Hampden Ave,,Denver,CO,80231,(720) 529-1207,,,533101,452990,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.883264,39.652019,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Pharmacy,Walgreen,,7190 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.905079,39.652645,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,6470 E Hampden Ave,,Denver,CO,80222,(303) 758-1210,,,541105,445110,57539000.0,,223.0,100 to 249,,"40,000+",InfoGroup2014,-104.914327,39.653043,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Supermarket,Whole Foods,,7400 E Hampden Ave # D-1,,Denver,CO,80231,(303) 488-2000,,,541105,445110,65022000.0,,252.0,250 to 499,,"40,000+",InfoGroup2014,-104.900591,39.652928,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Omaha Steak Stores,,6300 E Hampden Ave # J,,Denver,CO,80222,(303) 756-1427,,,542107,445210,840000.0,,4.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.916267,39.65215,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,2100 S Holly St,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.921859,39.678145,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,Monaco Mini Market,,2200 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912748,39.676955,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco/Circle K,,2100 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912747,39.677388,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Solo Gas,,2690 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912786,39.668593,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Dollar Store,Dollar Tree,,2223 S Monaco Pkwy # E8,,Denver,CO,80222,(303) 758-0882,,,533101,452990,1862000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.912959,39.676756,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Pharmacy,Walgreen,,6360 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.914198,39.678204,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Jerusalem International Market,,5470 E Evans Ave,,Denver,CO,80222,(303) 691-2330,,,541105,445110,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.924304,39.678231,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Closed Small Grocery Store,Walmart Neighborhood Market,,2253 S Monaco Pkwy,,Denver,CO,80222,(303) 323-4409,,,541105,445110,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.913002,39.676501,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Crumbles Bakery,,2200 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912748,39.676955,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Dijla Halal Market,,4770 E Evans Ave,,Denver,CO,80222,(303) 756-3168,,,541105,445110,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.932037,39.678288,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Diamond Shamrock,,2210 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940258,39.676403,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Middle East Market,,2254 S Colorado Blvd,,Denver,CO,80222,(303) 756-4580,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.94035,39.675458,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Sprouts Farmers Market,,2880 S Colorado Blvd,,Denver,CO,80222,(303) 758-4400,,,541105,445110,19351000.0,,75.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940546,39.663855,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,2750 S Colorado Blvd,,Denver,CO,80222,(303) 512-0441,,,541105,445110,39477000.0,,153.0,100 to 249,,"40,000+",InfoGroup2014,-104.937305,39.666538,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Sawa Meat & Sausage,,2318 S Colorado Blvd,,Denver,CO,80222,(303) 691-2253,,,542107,445210,630000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.940146,39.674308,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store,Signature Foods - Karen's ,,1120 Yosemite St,,Denver,CO,80220,(720) 532-0534,,,541104,445110,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.884692,39.733516,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Convenience Store,Russell's,,1775 N SHERMAN ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.985175,39.744538,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,Russell's,,1560 BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.986766,39.741336,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,Uptown Market,,1999 N PENNSYLVANIA ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.981423,39.746987,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,Urban Express,,1550 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.986729,39.741231,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Marczyk Fine Foods,,770 E 17th Ave,,Denver,CO,80203,(303) 894-9499,,,542107,445210,6306000.0,,30.0,20 to 49,,"2,500 - 9,999",InfoGroup2014,-104.977918,39.742991,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,7-Eleven,,1600 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.968437,39.678252,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco,,2001 S UNIVERSITY BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.959766,39.679981,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Walgreen,,1235 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.972589,39.679443,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,2150 S Downing St,,Denver,CO,80210,(303) 722-6117,,,541105,445110,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-104.972513,39.677622,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Adventist Book Center,,2520 S DOWNING ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.973155,39.670699,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
Pharmacy,Todd's Pharmacy,,850 E HARVARD AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.977751,39.670294,,Rosedale,Council District 6,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Mountain Man,,2276 S Sherman St,,Denver,CO,80210,(303) 282-0779,,,543101,445230,606000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.984623,39.675494,,Rosedale,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,7-Eleven,,2410 S UNIVERSITY BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.958993,39.672782,,University Park,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Weaver's Automotive,,2945 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.952641,39.678723,,University Park,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store,1st Stop,,1970 S HOLLY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.921912,39.68091,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store,Farm Crest Milk Stores,,1970 S Holly St,,Denver,CO,80222,(303) 759-5090,,,545101,445299,478000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.921912,39.68091,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,All American Gas,,1510 S HOLLY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.921923,39.689072,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Circle K,,1600 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940238,39.687151,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco/Circle K,,1696 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940237,39.685987,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Fast & Friendly Food Mart,,5595 E FLORIDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.922743,39.689587,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Dollar Store,Family Dollar,,1467 S Holly St,,Denver,CO,80222,(303) 691-5660,,,533101,452990,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.923461,39.68998,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,East Europe Market,,4015 E ARKANSAS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.939846,39.691303,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Atlanta Bread Company,,950 S CHERRY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.933488,39.698921,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Detour Bakery,,1479 S HOLLY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.923576,39.689797,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Holiday Auto Care - Shamrock,,1465 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.941008,39.690902,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Loaf N Jug,,1499 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940892,39.689577,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
Pharmacy,Bonnie Brae Drug Store,,2700 E LOUISIANA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.954379,39.692799,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,1653 S Colorado Blvd,,Denver,CO,80222,(303) 691-2962,,,541105,445110,25286000.0,,98.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940861,39.6866,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,7-Eleven,,4085 E MISSISSIPPI AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.939994,39.696827,,Belcaro,Council District 6,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,825 S Colorado Blvd,,Denver,CO,80246,(303) 722-1096,,,541105,445110,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-104.940843,39.701504,,Belcaro,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Diamond Shamrock,,300 S DOWNING ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.973077,39.710888,,Washington Park,Council District 6,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Fooducopia,,1939 E Kentucky Ave,,Denver,CO,80209,(303) 722-7838,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.964217,39.700323,,Washington Park,Council District 6,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Joe's Meat & Produce,,970 S Oneida St # 10-A,,Denver,CO,80224,,,,,,,,,,,,,-104.907522,39.69888,,Washington Virginia Vale,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Diamond Shamrock,,10098 E ALAMEDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.871086,39.70956,,Windsor,Council District 5,{00000000-0000-0000-0000-000000000000}
Pharmacy,Walgreen,,950 S QUEBEC ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.902812,39.699214,,Windsor,Council District 5,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Pete's Fruits & Vegetables,,5606 E Cedar Ave,,Denver,CO,80224,(303) 393-6247,,,543101,445230,606000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.922029,39.712883,,Hilltop,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-10 Market,,7200 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.904258,39.739871,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,7295 E 7TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.903897,39.727094,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,Monaco Grocery,,6622 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91082,39.739734,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Beth Shell,,6390 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.914279,39.739872,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Safeway Fuel,,6130 E 14TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.916484,39.738079,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,201 E Jefferson Ave,,Englewood,CO,80113,(303) 781-0463,,,541105,445110,24512000.0,,95.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.984422,39.6518,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
